ID,NL,MR,ALIGNMENT,MONOTONIC
779,wo ist der tiefster punkt in den usa,answer(lowest(place(loc_2(countryid(usa))))),"('wo', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefster', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
780,wo ist der tiefste punkt in iowa,answer(lowest(place(loc_2(stateid(iowa))))),"('wo', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('tiefste', 'lowest'), ('punkt', 'place'), ('in', 'loc_2'), ('iowa', 'stateid(iowa)')",1
781,wo liegt die am meisten bevoelkerte gegend von new mexico,answer(largest_one(population_1(city(loc_2(stateid(new mexico)))))),"('wo', 'answer'), ('liegt', 'stateid(new mexico)'), ('die', 'ε'), ('am', 'largest_one'), ('meisten', 'ε'), ('bevoelkerte', 'population_1'), ('gegend', 'ε'), ('von', 'loc_2'), ('new', 'ε'), ('mexico', 'ε')",1
782,wo liegt die kleinste stadt,answer(loc_1(smallest(city(all)))),"('wo', 'answer'), ('liegt', 'loc_1'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city(all)')",1
783,welches sind die hauptstaedte der an texas adeiegenden staaten,answer(capital(loc_2(state(next_to_2(stateid(texas)))))),"('welches', 'answer'), ('sind', 'ε'), ('die', 'ε'), ('hauptstaedte', 'capital'), ('der', 'loc_2'), ('an', 'next_to_2'), ('texas', 'stateid(texas)'), ('adeiegenden', 'ε'), ('staaten', 'state')",0
784,welche hauptstaedte gehoeren nicht zu den groessten staedten,"answer(exclude(capital(all), major(city(all))))","('welche', 'answer'), ('hauptstaedte', 'capital(all)'), ('gehoeren', 'ε'), ('nicht', 'exclude'), ('zu', 'ε'), ('den', 'ε'), ('groessten', 'major'), ('staedten', 'city(all)')",0
785,welche stadt in california hat die groesste bevoelkerung,answer(largest_one(population_1(city(loc_2(stateid(california)))))),"('welche', 'answer'), ('stadt', 'city'), ('in', 'loc_2'), ('california', 'stateid(california)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')",0
786,welches ist die dichte des staates durch den der groesste fluss der usa fliesst,answer(density_1(state(traverse_1(longest(river(loc_2(countryid(usa)))))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('dichte', 'density_1'), ('des', 'ε'), ('staates', 'state'), ('durch', 'traverse_1'), ('den', 'ε'), ('der', 'ε'), ('groesste', 'longest'), ('fluss', 'river'), ('der', 'loc_2'), ('usa', 'countryid(usa)'), ('fliesst', 'ε')",1
787,wie lautet der hoechste gipfel der nicht in alaska liegt,"answer(highest(exclude(mountain(all), loc_2(stateid(alaska)))))","('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('hoechste', 'highest'), ('gipfel', 'mountain(all)'), ('der', 'ε'), ('nicht', 'exclude'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)'), ('liegt', 'ε')",0
788,wie lautet der laengste fluss der usa,answer(longest(river(loc_2(countryid(usa))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
789,wie lautet der niedrigste punkt von den staaten durch die der mississippi verlaeuft,answer(lowest(place(loc_2(state(traverse_1(riverid(mississippi))))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('niedrigste', 'lowest'), ('punkt', 'place'), ('von', 'loc_2'), ('den', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('die', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('verlaeuft', 'ε')",1
790,welches ist der kuerzeste fluss,answer(shortest(river(all))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river(all)')",1
791,wie lautet der kleinste staat,answer(smallest(state(all))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('staat', 'state(all)')",1
792,welcher der staaten welche an pennsylvania grenzt hat die groesste bevoelkerung,answer(largest_one(population_1(state(next_to_2(stateid(pennsylvania)))))),"('welcher', 'answer'), ('der', 'ε'), ('staaten', 'state'), ('welche', 'next_to_2'), ('an', 'ε'), ('pennsylvania', 'stateid(pennsylvania)'), ('grenzt', 'ε'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')",0
793,welcher fluss fliesst durch die meisten staaten,answer(most(river(traverse_2(state(all))))),"('welcher', 'answer'), ('fluss', 'river'), ('fliesst', 'traverse_2'), ('durch', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state(all)')",0
794,welcher fluss fliesst durch die meisten staaten,answer(most(river(traverse_2(state(all))))),"('welcher', 'answer'), ('fluss', 'river'), ('fliesst', 'traverse_2'), ('durch', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state(all)')",0
795,welcher fluss fliesst durch die meisten staaten,answer(most(river(traverse_2(state(all))))),"('welcher', 'answer'), ('fluss', 'river'), ('fliesst', 'traverse_2'), ('durch', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state(all)')",0
796,welcher fluss durchquert die meisten staaten,answer(most(river(traverse_2(state(all))))),"('welcher', 'answer'), ('fluss', 'river'), ('durchquert', 'traverse_2'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state(all)')",0
797,welcher fluss verlaeuft durch alaska,answer(river(loc_2(stateid(alaska)))),"('welcher', 'answer'), ('fluss', 'river'), ('verlaeuft', 'ε'), ('durch', 'loc_2'), ('alaska', 'stateid(alaska)')",1
798,welche fluesse fliessen nicht durch texas,"answer(exclude(river(all), traverse_2(stateid(texas))))","('welche', 'answer'), ('fluesse', 'river(all)'), ('fliessen', 'traverse_2'), ('nicht', 'exclude'), ('durch', 'ε'), ('texas', 'stateid(texas)')",1
799,welche fluesse fliessen durch die usa,"answer(exclude(river(all), traverse_2(countryid(usa))))","('welche', 'answer'), ('fluesse', 'exclude'), ('fliessen', 'river(all)'), ('durch', 'traverse_2'), ('die', 'ε'), ('usa', 'countryid(usa)')",1
800,welche fluesse gibt es in alaska,answer(river(traverse_2(stateid(alaska)))),"('welche', 'answer'), ('fluesse', 'river'), ('ε', 'traverse_2'), ('gibt', 'ε'), ('es', 'ε'), ('in', 'ε'), ('alaska', 'stateid(alaska)')",1
801,welcher fluss verlaeuft durch staaten welche an new mexico grenzen,answer(river(traverse_2(state(next_to_2(stateid(new mexico)))))),"('welcher', 'answer'), ('fluss', 'river'), ('verlaeuft', 'traverse_2'), ('durch', 'ε'), ('staaten', 'state'), ('welche', 'ε'), ('an', 'next_to_2'), ('new', 'stateid(new mexico)'), ('mexico', 'ε'), ('grenzen', 'ε')",1
802,welcher fluss verlaeuft durch staaten welche dem staat mit der hauptstadt austin grenzen,"answer(river(traverse_2(state(next_to_2(state(loc_1(capital(cityid(austin, _)))))))))","('welcher', 'answer'), ('fluss', 'river'), ('verlaeuft', 'traverse_2'), ('durch', 'ε'), ('staaten', 'state'), ('welche', 'next_to_2'), ('dem', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('austin', 'cityid(austin, _)'), ('grenzen', 'ε')",1
803,welche fluesse gehen durch staaten mit am wenigsten staedten,answer(river(traverse_2(fewest(state(loc_1(city(all))))))),"('welche', 'answer'), ('fluesse', 'river'), ('gehen', 'fewest'), ('durch', 'traverse_2'), ('staaten', 'state'), ('mit', 'loc_1'), ('am', 'ε'), ('wenigsten', 'ε'), ('staedten', 'city(all)')",0
804,welche fluesse fliessen durch den staat mit der groesstes stadt in den usa,answer(river(traverse_2(state(loc_1(largest(city(loc_2(countryid(usa))))))))),"('welche', 'answer'), ('fluesse', 'river'), ('fliessen', 'traverse_2'), ('durch', 'ε'), ('den', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('groesstes', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
805,welche fluesse verlaufen durch den staat mit der niedrigsten erhebung in den usa,answer(river(traverse_2(state(loc_1(lowest(place(loc_2(countryid(usa))))))))),"('welche', 'answer'), ('fluesse', 'river'), ('verlaufen', 'traverse_2'), ('durch', 'ε'), ('den', 'ε'), ('staat', 'state'), ('mit', 'loc_1'), ('der', 'ε'), ('niedrigsten', 'lowest'), ('erhebung', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
806,welche staaten grenzen an kentucky,answer(state(next_to_2(stateid(kentucky)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('kentucky', 'stateid(kentucky)')",1
807,welcher staat grenzt an florida,answer(state(next_to_2(stateid(florida)))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('an', 'ε'), ('florida', 'stateid(florida)')",1
808,welche staaten grenzen an hawaii,answer(state(next_to_2(stateid(hawaii)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('hawaii', 'stateid(hawaii)')",1
809,welcher staat grenzt hat am meisten nachbarstaaten,answer(most(state(next_to_2(state(all))))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('hat', 'ε'), ('am', 'ε'), ('meisten', 'most'), ('nachbarstaaten', 'state(all)')",0
810,welcher staat grenzt an die meisten anderen staaten,answer(most(state(next_to_2(state(all))))),"('welcher', 'answer'), ('staat', 'state'), ('grenzt', 'next_to_2'), ('an', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('anderen', 'state(all)'), ('staaten', 'ε')",0
811,welcher hauptstadt hat die kleinste bevoelkerung,answer(smallest_one(population_1(capital(all)))),"('welcher', 'answer'), ('hauptstadt', 'capital(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('bevoelkerung', 'population_1')",0
812,welcher staat hat am meisten fluesse,answer(most(state(loc_1(river(all))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('am', 'ε'), ('meisten', 'most'), ('fluesse', 'river(all)')",0
813,welcher staat hat die groesste bevoelkerung,answer(largest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerung', 'population_1')",0
814,welcher staat hat die groesste bevoelkerungsdichte,answer(largest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerungsdichte', 'density_1')",0
815,welcher staat hat die meisten einwohner,answer(largest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('meisten', 'largest_one'), ('einwohner', 'population_1')",0
816,welche staat hat die hoechste erhoehung,answer(state(loc_1(highest(place(all))))),"('welche', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('die', 'ε'), ('hoechste', 'highest'), ('erhoehung', 'place(all)'), ('ε', 'ε')",1
817,in welchem staat liegt der hoechste gipfel des landes,answer(state(loc_1(highest(place(all))))),"('in', 'answer'), ('welchem', 'ε'), ('staat', 'state'), ('liegt', 'loc_1'), ('der', 'ε'), ('hoechste', 'highest'), ('gipfel', 'place(all)'), ('des', 'ε'), ('landes', 'ε')",1
818,welcher staat beinhaltet den hoechsten punkt,answer(state(loc_1(highest(place(all))))),"('welcher', 'answer'), ('staat', 'state'), ('ε', 'loc_1'), ('beinhaltet', 'ε'), ('den', 'ε'), ('hoechsten', 'highest'), ('punkt', 'place(all)')",1
819,welcher staat hat die groesste dichte,answer(largest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('dichte', 'density_1')",0
820,welcher staat hat die groesste stadt,answer(state(loc_1(largest(city(all))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city(all)')",1
821,welches ist die hoechste bevoelkerungsdichte,answer(largest_one(density_1(state(all)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('hoechste', 'largest_one'), ('bevoelkerungsdichte', 'density_1'), ('ε', 'state(all)')",1
822,welcher staat hat die geringste bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('geringste', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
823,welcher staat hat den laengsten fluss,answer(state(loc_1(longest(river(all))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('den', 'ε'), ('laengsten', 'longest'), ('fluss', 'river(all)')",1
824,in welchem staat liegt der tiefste punkt,answer(state(loc_1(lowest(place(all))))),"('in', 'answer'), ('welchem', 'ε'), ('staat', 'state'), ('liegt', 'loc_1'), ('der', 'ε'), ('tiefste', 'lowest'), ('punkt', 'place(all)')",1
825,in welchem staat liegt der tiefste an idaho grenzende punkt,answer(state(loc_1(lowest(place(loc_2(next_to_2(stateid(idaho)))))))),"('in', 'loc_2'), ('welchem', 'answer'), ('staat', 'state'), ('liegt', 'loc_1'), ('der', 'ε'), ('tiefste', 'lowest'), ('an', 'next_to_2'), ('idaho', 'stateid(idaho)'), ('grenzende', 'ε'), ('punkt', 'place')",0
826,welcher staat hat die kleinste bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
827,welcher staat hat die meisten wichtigsten staedte,answer(most(state(loc_1(major(city(all)))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('die', 'ε'), ('meisten', 'most'), ('wichtigsten', 'major'), ('staedte', 'city(all)')",0
828,durch welchen staat fliessen am meisten grosse fluesse,answer(most(state(loc_1(major(river(all)))))),"('durch', 'ε'), ('welchen', 'answer'), ('staat', 'state'), ('fliessen', 'loc_1'), ('am', 'ε'), ('meisten', 'most'), ('grosse', 'major'), ('fluesse', 'river(all)')",0
829,welcher staat hat die meisten wichtigen fluesse,answer(most(state(traverse_1(major(river(all)))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'traverse_1'), ('die', 'ε'), ('meisten', 'most'), ('wichtigen', 'major'), ('fluesse', 'river(all)')",0
830,welcher staat hat die meisten einwohner,answer(largest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('meisten', 'largest_one'), ('einwohner', 'population_1')",0
831,welcher staat hat die hoechste bevoelkerung,answer(largest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('hoechste', 'largest_one'), ('bevoelkerung', 'population_1')",0
832,durch welchen staat fliessen am meisten fluesse,answer(most(state(loc_1(river(all))))),"('durch', 'ε'), ('welchen', 'answer'), ('staat', 'state'), ('fliessen', 'loc_1'), ('am', 'ε'), ('meisten', 'most'), ('fluesse', 'river(all)')",0
833,durch welchen staat verlaufen die meisten fluesse,answer(most(state(traverse_1(river(all))))),"('durch', 'traverse_1'), ('welchen', 'answer'), ('staat', 'state'), ('verlaufen', 'ε'), ('die', 'ε'), ('meisten', 'most'), ('fluesse', 'river(all)')",0
834,welcher staat hat den red fluss,answer(state(loc_1(riverid(red)))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('den', 'ε'), ('red', 'riverid(red)'), ('fluss', 'ε')",1
835,welcher staat hat die kleinste flaeche die texas angrenzt,answer(smallest_one(area_1(state(next_to_2(stateid(texas)))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('flaeche', 'area_1'), ('die', 'ε'), ('texas', 'stateid(texas)'), ('angrenzt', 'next_to_2')",0
836,welcher staat hat die geringste bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('geringste', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
837,welcher staat hat die geringste bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('geringste', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
838,welcher staat hat die niedrigste bevoelkerungsdichte,answer(smallest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('niedrigste', 'smallest_one'), ('bevoelkerungsdichte', 'density_1')",0
839,in welcher staat ist kalamazoo,"answer(state(loc_1(cityid(kalamazoo, _))))","('in', 'answer'), ('welcher', 'ε'), ('staat', 'state'), ('ε', 'loc_1'), ('ist', 'ε'), ('kalamazoo', 'cityid(kalamazoo, _)')",1
840,in welchem staat liegt mount mckinley,answer(state(loc_1(placeid(mount mckinley)))),"('in', 'ε'), ('welchem', 'answer'), ('staat', 'state'), ('liegt', 'loc_1'), ('mount', 'placeid(mount mckinley)'), ('mckinley', 'ε')",1
841,in welchem staat liegt denver,"answer(state(loc_1(city(cityid(denver, _)))))","('in', 'answer'), ('welchem', 'ε'), ('staat', 'state'), ('liegt', 'loc_1'), ('ε', 'city'), ('denver', 'cityid(denver, _)')",1
842,in welchem staat liegt die groesste stadt in montana,answer(state(loc_1(largest(city(loc_2(stateid(montana))))))),"('in', 'answer'), ('welchem', 'ε'), ('staat', 'state'), ('liegt', 'loc_1'), ('die', 'ε'), ('groesste', 'largest'), ('stadt', 'city'), ('in', 'loc_2'), ('montana', 'stateid(montana)')",1
843,welcher staat ist am kleinsten,answer(smallest(state(all))),"('welcher', 'answer'), ('staat', 'state(all)'), ('ist', 'ε'), ('am', 'ε'), ('kleinsten', 'smallest')",0
844,welche staaten benachbaren alabama,answer(state(next_to_2(stateid(alabama)))),"('welche', 'answer'), ('staaten', 'state'), ('benachbaren', 'next_to_2'), ('alabama', 'stateid(alabama)')",1
845,welche staaten grenzen an alabama,answer(state(next_to_2(stateid(alabama)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('alabama', 'stateid(alabama)')",1
846,welche staaten grenzen an alaska,answer(state(next_to_2(stateid(alaska)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('alaska', 'stateid(alaska)')",1
847,welche staaten grenzen an arizona,answer(state(next_to_2(stateid(arizona)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('arizona', 'stateid(arizona)')",1
848,welche staaten grenzen an colorado,answer(state(next_to_2(stateid(colorado)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('colorado', 'stateid(colorado)')",1
849,welche staaten grenzen an hawaii an,answer(state(next_to_2(stateid(hawaii)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('hawaii', 'stateid(hawaii)'), ('an', 'ε')",1
850,welche staaten grenzen an illinois,answer(state(next_to_2(stateid(illinois)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('illinois', 'stateid(illinois)')",1
851,welche staaten grenzen an iowa,answer(state(next_to_2(stateid(iowa)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('iowa', 'stateid(iowa)')",1
852,welche staaten grenzen an kentucky,answer(state(next_to_2(stateid(kentucky)))),"('welche', 'answer'), ('staaten', 'state'), ('grenzen', 'next_to_2'), ('an', 'ε'), ('kentucky', 'stateid(kentucky)')",1
